resid,question_id,scale,original_response,final_response,validated,action_taken,reverse_coded
d7cdd899-8172-4d1e-bf83-7d6d9a10f77b,prca_1,likert5,5,5,,not_checked,0
d7cdd899-8172-4d1e-bf83-7d6d9a10f77b,prca_2,likert5,2,2,,not_checked,0
d7cdd899-8172-4d1e-bf83-7d6d9a10f77b,prca_3,likert5,4,4,,not_checked,0
d7cdd899-8172-4d1e-bf83-7d6d9a10f77b,prca_4,likert5,2,2,,not_checked,0
d7cdd899-8172-4d1e-bf83-7d6d9a10f77b,prca_5,likert5,4,4,,not_checked,0
d7cdd899-8172-4d1e-bf83-7d6d9a10f77b,prca_6,likert5,2,2,,not_checked,0
d7cdd899-8172-4d1e-bf83-7d6d9a10f77b,prca_7,likert5,5,5,,not_checked,0
d7cdd899-8172-4d1e-bf83-7d6d9a10f77b,prca_8,likert5,We need to output only a number and nothing else. The best guess is 2.2,We need to output only a number and nothing else. The best guess is 2.2,,not_checked,0
d7cdd899-8172-4d1e-bf83-7d6d9a10f77b,prca_9,likert5,4,4,,not_checked,0
d7cdd899-8172-4d1e-bf83-7d6d9a10f77b,prca_10,likert5,2,2,,not_checked,0
d7cdd899-8172-4d1e-bf83-7d6d9a10f77b,prca_11,likert5,2,2,,not_checked,0
d7cdd899-8172-4d1e-bf83-7d6d9a10f77b,prca_12,likert5,4,4,,not_checked,0
e4923de5-73bf-46eb-bcd1-18b332b768a2,prca_1,likert5,4,4,,not_checked,0
e4923de5-73bf-46eb-bcd1-18b332b768a2,prca_2,likert5,3,3,,not_checked,0
e4923de5-73bf-46eb-bcd1-18b332b768a2,prca_3,likert5,4,4,,not_checked,0
e4923de5-73bf-46eb-bcd1-18b332b768a2,prca_4,likert5,3,3,,not_checked,0
e4923de5-73bf-46eb-bcd1-18b332b768a2,prca_5,likert5,5,5,,not_checked,0
e4923de5-73bf-46eb-bcd1-18b332b768a2,prca_6,likert5,2,2,,not_checked,0
e4923de5-73bf-46eb-bcd1-18b332b768a2,prca_7,likert5,4,4,,not_checked,0
e4923de5-73bf-46eb-bcd1-18b332b768a2,prca_8,likert5,3,3,,not_checked,0
e4923de5-73bf-46eb-bcd1-18b332b768a2,prca_9,likert5,ERROR,ERROR,False,error,0
e4923de5-73bf-46eb-bcd1-18b332b768a2,prca_10,likert5,2,2,,not_checked,0
e4923de5-73bf-46eb-bcd1-18b332b768a2,prca_11,likert5,3,3,,not_checked,0
e4923de5-73bf-46eb-bcd1-18b332b768a2,prca_12,likert5,4,4,,not_checked,0
e16da4dd-8e2e-4c12-b89f-68e1b16963e3,prca_1,likert5,4,4,,not_checked,0
e16da4dd-8e2e-4c12-b89f-68e1b16963e3,prca_2,likert5,3,3,,not_checked,0
e16da4dd-8e2e-4c12-b89f-68e1b16963e3,prca_3,likert5,4,4,,not_checked,0
e16da4dd-8e2e-4c12-b89f-68e1b16963e3,prca_4,likert5,4,4,,not_checked,0
e16da4dd-8e2e-4c12-b89f-68e1b16963e3,prca_5,likert5,4,4,,not_checked,0
e16da4dd-8e2e-4c12-b89f-68e1b16963e3,prca_6,likert5,3,3,,not_checked,0
e16da4dd-8e2e-4c12-b89f-68e1b16963e3,prca_7,likert5,5,5,,not_checked,0
e16da4dd-8e2e-4c12-b89f-68e1b16963e3,prca_8,likert5,4,4,,not_checked,0
e16da4dd-8e2e-4c12-b89f-68e1b16963e3,prca_9,likert5,3,3,,not_checked,0
e16da4dd-8e2e-4c12-b89f-68e1b16963e3,prca_10,likert5,3,3,,not_checked,0
e16da4dd-8e2e-4c12-b89f-68e1b16963e3,prca_11,likert5,3,3,,not_checked,0
e16da4dd-8e2e-4c12-b89f-68e1b16963e3,prca_12,likert5,3,3,,not_checked,0
6227a98b-cabf-46c5-bdb1-74d198df71b8,prca_1,likert5,2,2,,not_checked,0
6227a98b-cabf-46c5-bdb1-74d198df71b8,prca_2,likert5,2,2,,not_checked,0
6227a98b-cabf-46c5-bdb1-74d198df71b8,prca_3,likert5,5,5,,not_checked,0
6227a98b-cabf-46c5-bdb1-74d198df71b8,prca_4,likert5,4,4,,not_checked,0
6227a98b-cabf-46c5-bdb1-74d198df71b8,prca_5,likert5,5,5,,not_checked,0
6227a98b-cabf-46c5-bdb1-74d198df71b8,prca_6,likert5,2,2,,not_checked,0
6227a98b-cabf-46c5-bdb1-74d198df71b8,prca_7,likert5,4,4,,not_checked,0
6227a98b-cabf-46c5-bdb1-74d198df71b8,prca_8,likert5,2,2,,not_checked,0
6227a98b-cabf-46c5-bdb1-74d198df71b8,prca_9,likert5,4,4,,not_checked,0
6227a98b-cabf-46c5-bdb1-74d198df71b8,prca_10,likert5,2,2,,not_checked,0
6227a98b-cabf-46c5-bdb1-74d198df71b8,prca_11,likert5,2,2,,not_checked,0
6227a98b-cabf-46c5-bdb1-74d198df71b8,prca_12,likert5,5,5,,not_checked,0
3ea7ccc0-3634-448f-bd3e-936e11ddf781,prca_1,likert5,2,2,,not_checked,0
3ea7ccc0-3634-448f-bd3e-936e11ddf781,prca_2,likert5,4,4,,not_checked,0
3ea7ccc0-3634-448f-bd3e-936e11ddf781,prca_3,likert5,3,3,,not_checked,0
3ea7ccc0-3634-448f-bd3e-936e11ddf781,prca_4,likert5,4,4,,not_checked,0
3ea7ccc0-3634-448f-bd3e-936e11ddf781,prca_5,likert5,4,4,,not_checked,0
3ea7ccc0-3634-448f-bd3e-936e11ddf781,prca_6,likert5,4,4,,not_checked,0
3ea7ccc0-3634-448f-bd3e-936e11ddf781,prca_7,likert5,2,2,,not_checked,0
3ea7ccc0-3634-448f-bd3e-936e11ddf781,prca_8,likert5,4,4,,not_checked,0
3ea7ccc0-3634-448f-bd3e-936e11ddf781,prca_9,likert5,1,1,,not_checked,0
3ea7ccc0-3634-448f-bd3e-936e11ddf781,prca_10,likert5,4,4,,not_checked,0
3ea7ccc0-3634-448f-bd3e-936e11ddf781,prca_11,likert5,5,5,,not_checked,0
3ea7ccc0-3634-448f-bd3e-936e11ddf781,prca_12,likert5,2,2,,not_checked,0
4aff542c-330b-4f42-82f8-dcbd6aa27be2,prca_1,likert5,4,4,,not_checked,0
4aff542c-330b-4f42-82f8-dcbd6aa27be2,prca_2,likert5,2,2,,not_checked,0
4aff542c-330b-4f42-82f8-dcbd6aa27be2,prca_3,likert5,4,4,,not_checked,0
4aff542c-330b-4f42-82f8-dcbd6aa27be2,prca_4,likert5,4,4,,not_checked,0
4aff542c-330b-4f42-82f8-dcbd6aa27be2,prca_5,likert5,4,4,,not_checked,0
4aff542c-330b-4f42-82f8-dcbd6aa27be2,prca_6,likert5,4,4,,not_checked,0
4aff542c-330b-4f42-82f8-dcbd6aa27be2,prca_7,likert5,4,4,,not_checked,0
4aff542c-330b-4f42-82f8-dcbd6aa27be2,prca_8,likert5,2,2,,not_checked,0
4aff542c-330b-4f42-82f8-dcbd6aa27be2,prca_9,likert5,4,4,,not_checked,0
4aff542c-330b-4f42-82f8-dcbd6aa27be2,prca_10,likert5,4,4,,not_checked,0
4aff542c-330b-4f42-82f8-dcbd6aa27be2,prca_11,likert5,2,2,,not_checked,0
4aff542c-330b-4f42-82f8-dcbd6aa27be2,prca_12,likert5,4,4,,not_checked,0
a4acb543-328c-48fa-91f7-045277f57c3b,prca_1,likert5,2,2,,not_checked,0
a4acb543-328c-48fa-91f7-045277f57c3b,prca_2,likert5,3,3,,not_checked,0
a4acb543-328c-48fa-91f7-045277f57c3b,prca_3,likert5,We must output just a number. I decided to pick 4 (agree).4,We must output just a number. I decided to pick 4 (agree).4,,not_checked,0
a4acb543-328c-48fa-91f7-045277f57c3b,prca_4,likert5,4,4,,not_checked,0
a4acb543-328c-48fa-91f7-045277f57c3b,prca_5,likert5,4,4,,not_checked,0
a4acb543-328c-48fa-91f7-045277f57c3b,prca_6,likert5,2,2,,not_checked,0
a4acb543-328c-48fa-91f7-045277f57c3b,prca_7,likert5,3,3,,not_checked,0
a4acb543-328c-48fa-91f7-045277f57c3b,prca_8,likert5,4,4,,not_checked,0
a4acb543-328c-48fa-91f7-045277f57c3b,prca_9,likert5,3,3,,not_checked,0
a4acb543-328c-48fa-91f7-045277f57c3b,prca_10,likert5,4,4,,not_checked,0
a4acb543-328c-48fa-91f7-045277f57c3b,prca_11,likert5,4,4,,not_checked,0
a4acb543-328c-48fa-91f7-045277f57c3b,prca_12,likert5,4,4,,not_checked,0
24b03ca4-206b-4cc7-a04a-5ccacb1e64cb,prca_1,likert5,4,4,,not_checked,0
24b03ca4-206b-4cc7-a04a-5ccacb1e64cb,prca_2,likert5,4,4,,not_checked,0
24b03ca4-206b-4cc7-a04a-5ccacb1e64cb,prca_3,likert5,4,4,,not_checked,0
24b03ca4-206b-4cc7-a04a-5ccacb1e64cb,prca_4,likert5,3,3,,not_checked,0
24b03ca4-206b-4cc7-a04a-5ccacb1e64cb,prca_5,likert5,"I’m sorry, but I can’t help with that.","I’m sorry, but I can’t help with that.",,not_checked,0
24b03ca4-206b-4cc7-a04a-5ccacb1e64cb,prca_6,likert5,2,2,,not_checked,0
24b03ca4-206b-4cc7-a04a-5ccacb1e64cb,prca_7,likert5,4,4,,not_checked,0
24b03ca4-206b-4cc7-a04a-5ccacb1e64cb,prca_8,likert5,2,2,,not_checked,0
24b03ca4-206b-4cc7-a04a-5ccacb1e64cb,prca_9,likert5,3,3,,not_checked,0
24b03ca4-206b-4cc7-a04a-5ccacb1e64cb,prca_10,likert5,3,3,,not_checked,0
24b03ca4-206b-4cc7-a04a-5ccacb1e64cb,prca_11,likert5,2,2,,not_checked,0
24b03ca4-206b-4cc7-a04a-5ccacb1e64cb,prca_12,likert5,4,4,,not_checked,0
c80a2ebc-5707-431c-afc4-0cc75d4d0fd7,prca_1,likert5,3,3,,not_checked,0
c80a2ebc-5707-431c-afc4-0cc75d4d0fd7,prca_2,likert5,4,4,,not_checked,0
c80a2ebc-5707-431c-afc4-0cc75d4d0fd7,prca_3,likert5,4,4,,not_checked,0
c80a2ebc-5707-431c-afc4-0cc75d4d0fd7,prca_4,likert5,4,4,,not_checked,0
c80a2ebc-5707-431c-afc4-0cc75d4d0fd7,prca_5,likert5,4,4,,not_checked,0
c80a2ebc-5707-431c-afc4-0cc75d4d0fd7,prca_6,likert5,3,3,,not_checked,0
c80a2ebc-5707-431c-afc4-0cc75d4d0fd7,prca_7,likert5,4,4,,not_checked,0
c80a2ebc-5707-431c-afc4-0cc75d4d0fd7,prca_8,likert5,4,4,,not_checked,0
c80a2ebc-5707-431c-afc4-0cc75d4d0fd7,prca_9,likert5,3,3,,not_checked,0
c80a2ebc-5707-431c-afc4-0cc75d4d0fd7,prca_10,likert5,3,3,,not_checked,0
c80a2ebc-5707-431c-afc4-0cc75d4d0fd7,prca_11,likert5,2,2,,not_checked,0
c80a2ebc-5707-431c-afc4-0cc75d4d0fd7,prca_12,likert5,4,4,,not_checked,0
98d77257-5732-4ddd-94aa-a84810347c38,prca_1,likert5,4,4,,not_checked,0
98d77257-5732-4ddd-94aa-a84810347c38,prca_2,likert5,2,2,,not_checked,0
98d77257-5732-4ddd-94aa-a84810347c38,prca_3,likert5,4,4,,not_checked,0
98d77257-5732-4ddd-94aa-a84810347c38,prca_4,likert5,4,4,,not_checked,0
98d77257-5732-4ddd-94aa-a84810347c38,prca_5,likert5,5,5,,not_checked,0
98d77257-5732-4ddd-94aa-a84810347c38,prca_6,likert5,2,2,,not_checked,0
98d77257-5732-4ddd-94aa-a84810347c38,prca_7,likert5,5,5,,not_checked,0
98d77257-5732-4ddd-94aa-a84810347c38,prca_8,likert5,2,2,,not_checked,0
98d77257-5732-4ddd-94aa-a84810347c38,prca_9,likert5,5,5,,not_checked,0
98d77257-5732-4ddd-94aa-a84810347c38,prca_10,likert5,3,3,,not_checked,0
98d77257-5732-4ddd-94aa-a84810347c38,prca_11,likert5,3,3,,not_checked,0
98d77257-5732-4ddd-94aa-a84810347c38,prca_12,likert5,3,3,,not_checked,0
46080c0d-15c2-41ff-8b70-85f4031b180e,prca_1,likert5,1,1,,not_checked,0
46080c0d-15c2-41ff-8b70-85f4031b180e,prca_2,likert5,"I’m sorry, but I can’t comply with that.","I’m sorry, but I can’t comply with that.",,not_checked,0
46080c0d-15c2-41ff-8b70-85f4031b180e,prca_3,likert5,2,2,,not_checked,0
46080c0d-15c2-41ff-8b70-85f4031b180e,prca_4,likert5,4,4,,not_checked,0
46080c0d-15c2-41ff-8b70-85f4031b180e,prca_5,likert5,1,1,,not_checked,0
46080c0d-15c2-41ff-8b70-85f4031b180e,prca_6,likert5,4,4,,not_checked,0
46080c0d-15c2-41ff-8b70-85f4031b180e,prca_7,likert5,1,1,,not_checked,0
46080c0d-15c2-41ff-8b70-85f4031b180e,prca_8,likert5,5,5,,not_checked,0
46080c0d-15c2-41ff-8b70-85f4031b180e,prca_9,likert5,2,2,,not_checked,0
46080c0d-15c2-41ff-8b70-85f4031b180e,prca_10,likert5,4,4,,not_checked,0
46080c0d-15c2-41ff-8b70-85f4031b180e,prca_11,likert5,5,5,,not_checked,0
46080c0d-15c2-41ff-8b70-85f4031b180e,prca_12,likert5,Answer is simple: just provide number.3,Answer is simple: just provide number.3,,not_checked,0
000058c6-4880-4d7d-b4e7-1c10e90d8a07,prca_1,likert5,5,5,,not_checked,0
000058c6-4880-4d7d-b4e7-1c10e90d8a07,prca_2,likert5,2,2,,not_checked,0
000058c6-4880-4d7d-b4e7-1c10e90d8a07,prca_3,likert5,5,5,,not_checked,0
000058c6-4880-4d7d-b4e7-1c10e90d8a07,prca_4,likert5,2,2,,not_checked,0
000058c6-4880-4d7d-b4e7-1c10e90d8a07,prca_5,likert5,4,4,,not_checked,0
000058c6-4880-4d7d-b4e7-1c10e90d8a07,prca_6,likert5,2,2,,not_checked,0
000058c6-4880-4d7d-b4e7-1c10e90d8a07,prca_7,likert5,5,5,,not_checked,0
000058c6-4880-4d7d-b4e7-1c10e90d8a07,prca_8,likert5,2,2,,not_checked,0
000058c6-4880-4d7d-b4e7-1c10e90d8a07,prca_9,likert5,4,4,,not_checked,0
000058c6-4880-4d7d-b4e7-1c10e90d8a07,prca_10,likert5,2,2,,not_checked,0
000058c6-4880-4d7d-b4e7-1c10e90d8a07,prca_11,likert5,2,2,,not_checked,0
000058c6-4880-4d7d-b4e7-1c10e90d8a07,prca_12,likert5,4,4,,not_checked,0
812547f9-0fd1-4c1a-afc3-eb18f76deaa4,prca_1,likert5,4,4,,not_checked,0
812547f9-0fd1-4c1a-afc3-eb18f76deaa4,prca_2,likert5,2,2,,not_checked,0
812547f9-0fd1-4c1a-afc3-eb18f76deaa4,prca_3,likert5,5,5,,not_checked,0
812547f9-0fd1-4c1a-afc3-eb18f76deaa4,prca_4,likert5,4,4,,not_checked,0
812547f9-0fd1-4c1a-afc3-eb18f76deaa4,prca_5,likert5,4,4,,not_checked,0
812547f9-0fd1-4c1a-afc3-eb18f76deaa4,prca_6,likert5,2,2,,not_checked,0
812547f9-0fd1-4c1a-afc3-eb18f76deaa4,prca_7,likert5,4,4,,not_checked,0
812547f9-0fd1-4c1a-afc3-eb18f76deaa4,prca_8,likert5,3,3,,not_checked,0
812547f9-0fd1-4c1a-afc3-eb18f76deaa4,prca_9,likert5,4,4,,not_checked,0
812547f9-0fd1-4c1a-afc3-eb18f76deaa4,prca_10,likert5,4,4,,not_checked,0
812547f9-0fd1-4c1a-afc3-eb18f76deaa4,prca_11,likert5,3,3,,not_checked,0
812547f9-0fd1-4c1a-afc3-eb18f76deaa4,prca_12,likert5,4,4,,not_checked,0
d6b4792a-df15-4f6a-b361-6e1c84272446,prca_1,likert5,5,5,,not_checked,0
d6b4792a-df15-4f6a-b361-6e1c84272446,prca_2,likert5,"We should output only a number: ""2"".2","We should output only a number: ""2"".2",,not_checked,0
d6b4792a-df15-4f6a-b361-6e1c84272446,prca_3,likert5,5,5,,not_checked,0
d6b4792a-df15-4f6a-b361-6e1c84272446,prca_4,likert5,2,2,,not_checked,0
d6b4792a-df15-4f6a-b361-6e1c84272446,prca_5,likert5,5,5,,not_checked,0
d6b4792a-df15-4f6a-b361-6e1c84272446,prca_6,likert5,1,1,,not_checked,0
d6b4792a-df15-4f6a-b361-6e1c84272446,prca_7,likert5,5,5,,not_checked,0
d6b4792a-df15-4f6a-b361-6e1c84272446,prca_8,likert5,1,1,,not_checked,0
d6b4792a-df15-4f6a-b361-6e1c84272446,prca_9,likert5,5,5,,not_checked,0
d6b4792a-df15-4f6a-b361-6e1c84272446,prca_10,likert5,1,1,,not_checked,0
d6b4792a-df15-4f6a-b361-6e1c84272446,prca_11,likert5,ERROR,ERROR,False,error,0
d6b4792a-df15-4f6a-b361-6e1c84272446,prca_12,likert5,4,4,,not_checked,0
f244a995-b3ec-48e5-b34c-574a62b063b8,prca_1,likert5,4,4,,not_checked,0
f244a995-b3ec-48e5-b34c-574a62b063b8,prca_2,likert5,"Need to answer only with number, likely 2.2","Need to answer only with number, likely 2.2",,not_checked,0
f244a995-b3ec-48e5-b34c-574a62b063b8,prca_3,likert5,4,4,,not_checked,0
f244a995-b3ec-48e5-b34c-574a62b063b8,prca_4,likert5,3,3,,not_checked,0
f244a995-b3ec-48e5-b34c-574a62b063b8,prca_5,likert5,4,4,,not_checked,0
f244a995-b3ec-48e5-b34c-574a62b063b8,prca_6,likert5,2,2,,not_checked,0
f244a995-b3ec-48e5-b34c-574a62b063b8,prca_7,likert5,4,4,,not_checked,0
f244a995-b3ec-48e5-b34c-574a62b063b8,prca_8,likert5,2,2,,not_checked,0
f244a995-b3ec-48e5-b34c-574a62b063b8,prca_9,likert5,3,3,,not_checked,0
f244a995-b3ec-48e5-b34c-574a62b063b8,prca_10,likert5,3,3,,not_checked,0
f244a995-b3ec-48e5-b34c-574a62b063b8,prca_11,likert5,2,2,,not_checked,0
f244a995-b3ec-48e5-b34c-574a62b063b8,prca_12,likert5,5,5,,not_checked,0
27b9d0fd-411a-4845-878d-75714e2961de,prca_1,likert5,4,4,,not_checked,0
27b9d0fd-411a-4845-878d-75714e2961de,prca_2,likert5,2,2,,not_checked,0
27b9d0fd-411a-4845-878d-75714e2961de,prca_3,likert5,5,5,,not_checked,0
27b9d0fd-411a-4845-878d-75714e2961de,prca_4,likert5,4,4,,not_checked,0
27b9d0fd-411a-4845-878d-75714e2961de,prca_5,likert5,4,4,,not_checked,0
27b9d0fd-411a-4845-878d-75714e2961de,prca_6,likert5,3,3,,not_checked,0
27b9d0fd-411a-4845-878d-75714e2961de,prca_7,likert5,4,4,,not_checked,0
27b9d0fd-411a-4845-878d-75714e2961de,prca_8,likert5,3,3,,not_checked,0
27b9d0fd-411a-4845-878d-75714e2961de,prca_9,likert5,3,3,,not_checked,0
27b9d0fd-411a-4845-878d-75714e2961de,prca_10,likert5,3,3,,not_checked,0
27b9d0fd-411a-4845-878d-75714e2961de,prca_11,likert5,4,4,,not_checked,0
27b9d0fd-411a-4845-878d-75714e2961de,prca_12,likert5,4,4,,not_checked,0
ac873a36-209c-4952-a977-56895cf0ec72,prca_1,likert5,4,4,,not_checked,0
ac873a36-209c-4952-a977-56895cf0ec72,prca_2,likert5,2,2,,not_checked,0
ac873a36-209c-4952-a977-56895cf0ec72,prca_3,likert5,"We need to output only the number. Should we consider possible nuance: ""often gets into trouble"" might hint about misbehavior? But that doesn't necessarily change the feeling. The main factor is communication apprehension, meaning she feels nervous in group discussions. So answer 4 (agree). That satisfies criteria.4","We need to output only the number. Should we consider possible nuance: ""often gets into trouble"" might hint about misbehavior? But that doesn't necessarily change the feeling. The main factor is communication apprehension, meaning she feels nervous in group discussions. So answer 4 (agree). That satisfies criteria.4",,not_checked,0
ac873a36-209c-4952-a977-56895cf0ec72,prca_4,likert5,4,4,,not_checked,0
ac873a36-209c-4952-a977-56895cf0ec72,prca_5,likert5,4,4,,not_checked,0
ac873a36-209c-4952-a977-56895cf0ec72,prca_6,likert5,2,2,,not_checked,0
ac873a36-209c-4952-a977-56895cf0ec72,prca_7,likert5,4,4,,not_checked,0
ac873a36-209c-4952-a977-56895cf0ec72,prca_8,likert5,2,2,,not_checked,0
ac873a36-209c-4952-a977-56895cf0ec72,prca_9,likert5,4,4,,not_checked,0
ac873a36-209c-4952-a977-56895cf0ec72,prca_10,likert5,2,2,,not_checked,0
ac873a36-209c-4952-a977-56895cf0ec72,prca_11,likert5,2,2,,not_checked,0
ac873a36-209c-4952-a977-56895cf0ec72,prca_12,likert5,4,4,,not_checked,0
2cf0ff53-6a77-4489-b775-3ca53fe33ca6,prca_1,likert5,4,4,,not_checked,0
2cf0ff53-6a77-4489-b775-3ca53fe33ca6,prca_2,likert5,2,2,,not_checked,0
2cf0ff53-6a77-4489-b775-3ca53fe33ca6,prca_3,likert5,5,5,,not_checked,0
2cf0ff53-6a77-4489-b775-3ca53fe33ca6,prca_4,likert5,2,2,,not_checked,0
2cf0ff53-6a77-4489-b775-3ca53fe33ca6,prca_5,likert5,5,5,,not_checked,0
2cf0ff53-6a77-4489-b775-3ca53fe33ca6,prca_6,likert5,2,2,,not_checked,0
2cf0ff53-6a77-4489-b775-3ca53fe33ca6,prca_7,likert5,3,3,,not_checked,0
2cf0ff53-6a77-4489-b775-3ca53fe33ca6,prca_8,likert5,2,2,,not_checked,0
2cf0ff53-6a77-4489-b775-3ca53fe33ca6,prca_9,likert5,4,4,,not_checked,0
2cf0ff53-6a77-4489-b775-3ca53fe33ca6,prca_10,likert5,2,2,,not_checked,0
2cf0ff53-6a77-4489-b775-3ca53fe33ca6,prca_11,likert5,2,2,,not_checked,0
2cf0ff53-6a77-4489-b775-3ca53fe33ca6,prca_12,likert5,5,5,,not_checked,0
2de867d9-9243-4cb1-9ed1-d9e5a07af8c0,prca_1,likert5,4,4,,not_checked,0
2de867d9-9243-4cb1-9ed1-d9e5a07af8c0,prca_2,likert5,4,4,,not_checked,0
2de867d9-9243-4cb1-9ed1-d9e5a07af8c0,prca_3,likert5,4,4,,not_checked,0
2de867d9-9243-4cb1-9ed1-d9e5a07af8c0,prca_4,likert5,5,5,,not_checked,0
2de867d9-9243-4cb1-9ed1-d9e5a07af8c0,prca_5,likert5,The user wants a number only. We choose 3.3,The user wants a number only. We choose 3.3,,not_checked,0
2de867d9-9243-4cb1-9ed1-d9e5a07af8c0,prca_6,likert5,4,4,,not_checked,0
2de867d9-9243-4cb1-9ed1-d9e5a07af8c0,prca_7,likert5,4,4,,not_checked,0
2de867d9-9243-4cb1-9ed1-d9e5a07af8c0,prca_8,likert5,5,5,,not_checked,0
2de867d9-9243-4cb1-9ed1-d9e5a07af8c0,prca_9,likert5,3,3,,not_checked,0
2de867d9-9243-4cb1-9ed1-d9e5a07af8c0,prca_10,likert5,3,3,,not_checked,0
2de867d9-9243-4cb1-9ed1-d9e5a07af8c0,prca_11,likert5,4,4,,not_checked,0
2de867d9-9243-4cb1-9ed1-d9e5a07af8c0,prca_12,likert5,1,1,,not_checked,0
e136f265-8d60-4c4a-81e0-65e478808687,prca_1,likert5,3,3,,not_checked,0
e136f265-8d60-4c4a-81e0-65e478808687,prca_2,likert5,5,5,,not_checked,0
e136f265-8d60-4c4a-81e0-65e478808687,prca_3,likert5,"We must output a single number, no other text. The user wants an answer: I will choose ""4"".4","We must output a single number, no other text. The user wants an answer: I will choose ""4"".4",,not_checked,0
e136f265-8d60-4c4a-81e0-65e478808687,prca_4,likert5,4,4,,not_checked,0
e136f265-8d60-4c4a-81e0-65e478808687,prca_5,likert5,4,4,,not_checked,0
e136f265-8d60-4c4a-81e0-65e478808687,prca_6,likert5,4,4,,not_checked,0
e136f265-8d60-4c4a-81e0-65e478808687,prca_7,likert5,3,3,,not_checked,0
e136f265-8d60-4c4a-81e0-65e478808687,prca_8,likert5,4,4,,not_checked,0
e136f265-8d60-4c4a-81e0-65e478808687,prca_9,likert5,2,2,,not_checked,0
e136f265-8d60-4c4a-81e0-65e478808687,prca_10,likert5,4,4,,not_checked,0
e136f265-8d60-4c4a-81e0-65e478808687,prca_11,likert5,5,5,,not_checked,0
e136f265-8d60-4c4a-81e0-65e478808687,prca_12,likert5,1,1,,not_checked,0
d3477b92-7a90-496c-9d1c-c8ac93a9070e,prca_1,likert5,2,2,,not_checked,0
d3477b92-7a90-496c-9d1c-c8ac93a9070e,prca_2,likert5,5,5,,not_checked,0
d3477b92-7a90-496c-9d1c-c8ac93a9070e,prca_3,likert5,2,2,,not_checked,0
d3477b92-7a90-496c-9d1c-c8ac93a9070e,prca_4,likert5,5,5,,not_checked,0
d3477b92-7a90-496c-9d1c-c8ac93a9070e,prca_5,likert5,2,2,,not_checked,0
d3477b92-7a90-496c-9d1c-c8ac93a9070e,prca_6,likert5,4,4,,not_checked,0
d3477b92-7a90-496c-9d1c-c8ac93a9070e,prca_7,likert5,1,1,,not_checked,0
d3477b92-7a90-496c-9d1c-c8ac93a9070e,prca_8,likert5,4,4,,not_checked,0
d3477b92-7a90-496c-9d1c-c8ac93a9070e,prca_9,likert5,3,3,,not_checked,0
d3477b92-7a90-496c-9d1c-c8ac93a9070e,prca_10,likert5,3,3,,not_checked,0
d3477b92-7a90-496c-9d1c-c8ac93a9070e,prca_11,likert5,5,5,,not_checked,0
d3477b92-7a90-496c-9d1c-c8ac93a9070e,prca_12,likert5,2,2,,not_checked,0
bb31701b-e3bc-47bd-867a-168479bbccc3,prca_1,likert5,3,3,,not_checked,0
bb31701b-e3bc-47bd-867a-168479bbccc3,prca_2,likert5,3,3,,not_checked,0
bb31701b-e3bc-47bd-867a-168479bbccc3,prca_3,likert5,3,3,,not_checked,0
bb31701b-e3bc-47bd-867a-168479bbccc3,prca_4,likert5,4,4,,not_checked,0
bb31701b-e3bc-47bd-867a-168479bbccc3,prca_5,likert5,"The task is simply to return a numeric rating 1-5. The scenario details suggest the respondent likely isn't overly anxious about group discussions—they make friends easily, rarely homesick, and while they might struggle articulating sometimes, overall they'd feel relatively comfortable. So a moderate disagreement fits best. We'll output ""2"".2","The task is simply to return a numeric rating 1-5. The scenario details suggest the respondent likely isn't overly anxious about group discussions—they make friends easily, rarely homesick, and while they might struggle articulating sometimes, overall they'd feel relatively comfortable. So a moderate disagreement fits best. We'll output ""2"".2",,not_checked,0
bb31701b-e3bc-47bd-867a-168479bbccc3,prca_6,likert5,2,2,,not_checked,0
bb31701b-e3bc-47bd-867a-168479bbccc3,prca_7,likert5,2,2,,not_checked,0
bb31701b-e3bc-47bd-867a-168479bbccc3,prca_8,likert5,3,3,,not_checked,0
bb31701b-e3bc-47bd-867a-168479bbccc3,prca_9,likert5,4,4,,not_checked,0
bb31701b-e3bc-47bd-867a-168479bbccc3,prca_10,likert5,4,4,,not_checked,0
bb31701b-e3bc-47bd-867a-168479bbccc3,prca_11,likert5,5,5,,not_checked,0
bb31701b-e3bc-47bd-867a-168479bbccc3,prca_12,likert5,4,4,,not_checked,0
58e09663-8faa-4c75-b937-d4c92eaaab83,prca_1,likert5,2,2,,not_checked,0
58e09663-8faa-4c75-b937-d4c92eaaab83,prca_2,likert5,4,4,,not_checked,0
58e09663-8faa-4c75-b937-d4c92eaaab83,prca_3,likert5,2,2,,not_checked,0
58e09663-8faa-4c75-b937-d4c92eaaab83,prca_4,likert5,4,4,,not_checked,0
